id,text,label
FRfEDRWLewfzAbqJDVNyqw,"Amazing wings! Amazing fries! And amazing staff! 

So many flavors to choose from. So far I've had the Cajun hot and honey habanero. Both are amazing! 

The wings come out crispy and full of flavor! These are probably one of the most delicious wings I've had!",5
N0TauFOLJoD3M88Dfv_VCg,"I've been coming here for years. It's not great, but it's been alright and they've usually treated me well enough. However, tonight I left the club and found that there was a giant limo illegally parked right behind my car and a bunch of others. The driver parked there despite the fact that there are multiple dedicated parking spots for limos. I couldn't get my car out and called the club for help. I was told it would be taken care of immediately. Nothing happened for 10 minutes. I went and spoke with the doorman, who was friendly enough. I was basically told that it was some promoter who'd decided to park there and that they wouldn't do anything about it. The implication was clearly that I was less important than whoever this person who needlessly parked illegally was. About 20 minutes later, after about 30 minutes of waiting, I saw that the limo had moved - no one told me, no one came to apologize. Fair enough Hustler Club, you've lost yourself a customer.",1
A13mhLyAl1kE-fkQAx4gOA,Loved the atmosphere but it does not live up to its name. Very underwhelmed by their small plate selection & disappointed with service. Will not be back.,2
j02XrxJk1AQCN1bp86uQlg,"I like Ace Hardware stores. Most are small-ish but friendly and responsive to the needs of the average homeowner; glass cutting and re-screening services, yard and garden rentals conveniently just down the street. For these and other reasons I expect to spend a little more at Ace than at the blue or orange great-crate stores and usually the money-for-goods exchange is worth the small premium.
Most Ace's have a special place in the community, a specific need or niche where they lineup nicely. Alas, my current projects are rather involved and the ones not handled by professional contractors are better suited to the home improvement world. This particular store don't really mesh on any level except the free popcorn bit which is a bit of a let down because I prefer hardware stores to the other.",3
kyVXSf4xfUElrEZCi6oIdA,"This place was better when it first opened. I used to go a lot but then it just went downhill. Service is always slow no matter what, and they aren't exactly apologetic about it. Food is usually room temperature by the time they bring it out to you. If they changed these things I'd consider going back there.",2
cAWnECFxlTNheRVoJzO2uA,Wasn't a good experience. The salad in the rice dish is horrible and the rice is unexpectedly bad. The chicken is okay but it is a bit dry.,2
ajkXvTovZtNcxSuTqoHNCg,"Wave is the best! They have such amazing standards for their staff and their work. My husband and I love love love Jamie and her crew, Amanda and Alexis. They always do such a beautiful job. The best thing about them, the more they come to your house the more they get to know you and the better the cleaning gets each time! I highly recommend Wave House Cleaning and Jamie!",5
yE60AtfgD72gRYAzxPki5w,"I went on a Thursday. It was $10 for ladies to get in, so I found that very reasonable. On Fridays it's $20 for ladies. It wasn't very packed on Thursday, which I enjoyed. I looove that they have salt water pools, and no kids allowed of course 21+. The DJ was alright, played a lot of house at first, then some hip hop. It was pretty loud, and you have to shout a little to talk to eachother, which is fine with me. 

I ordered a bloody mary and a fiji water at the bar, it was about $25. That bloody mary was soooo damn tasty, I wasn't even mad about the price. The bartender was also very friendly. I believe his name was Alex, although I could be mistaken. But he was great, I really appreciated the excellent service. I cannot stand when you go to a place and employees have the nerve to act stuck up when I'm in there spending money. 

Which brings me to those GD raunchy ass towel boys (aka security). Jeezus folks, super cop status, seriously? They're like pumped up d-bags who want to police everyone for no good reason. Did I mention it took almost 20 minutes to get into the place?! I only brought myself, but some people had bags of stuff. They searched eeeeverything!! 

They made everyone dump out all their liquids, even contact lense fluid and hand sanitizer! They said it could be drugs, (GHB) what is this the 90's? I found it hilarious. The place wasn't even busy. My best friend was not impressed and completely hated the place before we even got inside. We didn't stay long. They lose two stars from me for the douchey security guards, and long wait.  

Other than that it's a pretty cool place. But the service was horrible. If it wasn't for the super sweet bartender, good drink, and one friendly bouncer, I'd have had to start some shit up in that MF!",3
WVc_6pfuo0R9Cic8g62XYQ,Always gooey food and fabulous service.  I love the VIP martini....FYI It's on special on Wednesdays.,5
IyfQEcYoxHGO1quwX5t_Vw,"I am not a sea food lover, but my girlfriend is. She got a pound of muscles with the captain boil sauce and I got a large chicken wings with Cajun fries. 

It was an awesome experience because everyone is eating with a bib and gloves on. I had chicken wings so it wasn't so bad for me. The Cajun fries are delicious and would definitely go back just for the fries

I love how the waitress filled up my water everything it was empty which is a major plus. They helped get the machine asap which I like so I can just pay and get out. 

Parking is kinda tough if it's full you'll b looking for parking. Evening time it's too packed so that's why going first thing on a Saturday is a pretty good idea!",5
QR7nQmbdELpw45VmX387DA,We love Kneaders for lunch/dinner and went here this morning for breakfast and it was delicious. My husband got the pecan pancakes and I got the Italian omelette. Their pastries are great as well! Service was very friendly! Would recommend!,4
Q-53DbqYebDBTri2Rl3gOg,"I'm in South Carolina and I wanted barbecue! So I looked around and came across this place. There's nothing fancy about this place, just straight up Western ""looking"" atmosphere with lots of wood everywhere and smug paintings on the wall. Thursdays are 1/2 off wine bottles so you know I got one of them! When I come to barbecue places or smokehouse restaurants I ALWAYS get the combo! So here I got the ""Well Fed"" portion of chopped pork, beef brisket, chopped chicken and hickory smoked sausage. I had macaroni & cheese and steamed vegetables as my sides. Everything was amazing. Fresh, tender, full of flavor, hot and just good. I will certainly come back here to feast!",5
KTgL29Gz9HKOyx7go20vzA,"This place is no joke. They are the experts on meatballs. This would definitely be a guilty pleasure if I was in the area more often, I recommend it. Variations of meatballs to suit most dietary restrictions and sauces for all tastes. The mac and cheese and the fried pickles are some of the apps/sides my group and I got and they were gone in seconds. The restaurant also has this rugged barn feel to it that suits the environment. Definitely should check this place out if in the neighborhood.",5
d-ZveAYstwF5JrgU8xG9Rg,"We love this place. We have gone there at least 10 times since they have opened. The food taste fresh,  the place is clean, and they have really nice employees. This place is my husband's happy place.  They also came to my kids Fall Festival and it was a big hit!!",5
APe9bDkHkvLBSi8y-_yh1Q,"Stopped for dessert after a play, around 11 on a weeknight -- 2 families, with a total of 8 in our party.  We had sweet potato fries and a few desserts, so I cannot comment on their dinner menu.  
Everything we had was very good.  Service, however, was practically nonexistent, although the servers seemed to be having a great time talking amongst themselves.  We had to flag someone down for water refills, for our bill, to pay our bill... you get the idea.  But for a late-night dessert spot right downtown, it was a winner overall.",4
DwvSxscO9lR0qnwUret35A,Here for the first time and we are extremely disappointed. Yuengling on tap 16 oz 5 bucks.  Very over priced. Pizza was under cooked and the Cesar salad was pathetic. A very small corned beef-sandwich 12 bucks no fries. Just the sandwich alone. We will never come back again.,1
Plh4bjW7nbjhJvGU7p16Tw,"The slowest check-in service in history, the representatives disappear after helping a few customers here and there, be prepared to wait an hour and half to check in.",1
1nEArDspbQfgQBIgz8l2-g,Ok - I don't get my hair cut here but the boy does. It's a in/out hair place so don't expect something from a salon or barber.  While the wait was a little longer than expected(20 mins) they did advertise you could check-in online so you didn't have to wait. The hair dressers were very friendly and pretty quick. Good job on a hair cut at a budget price. Not much you can complain about. For guys - fast/ efficient way to get groomed. Next time we will be trying the online check-in though.,3
YvhpJFRpRZTBdfD1NcpaHA,"Phenomenal experience! Booked the private room for my bachelorette party. The service was impeccable and the food was on point and beyond reasonably priced for a 3 course meal and drinks for 15 people. 

The restaurant itself is pretty casual and lacked the ambiance that I would have liked. Another downside is that there are no bathrooms on site and you have to walk through the casino to get to the nearest one. This was terrible for me as I had to use the bathroom several times during dinner and had on an outfit that required assistance in order to do so. Faults and all, I still think that you should consider this restaurant for a special occasion or just a darn fine meal.",5
_Ylv-yaAec8yAu1V65VZ5w,Your basic airport with your basic airport grub and associated prices.  Decent layout for a good sized airport.  Free Wifi would have been a nice touch if it wasn't too weak to cover all of terminal 4.,3
HF98RpHZlVvZiU9VxPmYcg,"We went on a trip to Naples, Italy a few years ago and fell in love with their pizza style, very unique. 
When we visited Settebello for the first time, our memories of our trip came back, they are exactly the same, fresh ingredients, amazing dough, just perfect!
I have to say that it is the best pizza, we absolutely love it!!! 
And the service always outstanding, we will miss you guys!!!!",5
0A2CG0ELJOgELvKl4K7Lug,"Yesterday, june.6, for the first time in many years I found in
 Five years younger, the Best Esthetician, Best customer service, and the Best explanation from A-Z. Apart from being such a beautiful woman,
 Summer is the best person I have come in contact with in any business.
 She has a lot of patience and experience in what she does. Its very important that shes so passionate in what she does!! 

Summer thank you very much for giving me the Best treatment on my face...!!!
EXCELLENT !",5
2uqVYHsc7GXmPOMfHjTLGQ,"The only reason they get 1 star is because no stars isn't an option. I was served old chicken that tasted refried, an extreme dry waffle and burnt Mac n cheese. This place was a complete waste of time!",1
Agpt9lm08XEQf0PxwbnmMw,I had a great experience with style nails. I got a gel mani and regular pedi. I had two manicurist working on me while I relaxed in the massage chair. The work didn't feel rushed but was done in a timely manner. We'll see how long it lasts but so far they still look great!,5
OYPYj2-A5qoJYYHGs2zgDg,"I ate at this location twice. If this rating was based off my first visit, I would have rated it 5/5.

The downfall of BQM is the inconsistency. I ate the Hawaiian burger on my first visit and found it juicy, cooked just right and not messy. The second time, the burger was overcooked.

I want to try this place one more time to see if they can improve their burgers.",3
Fms98M_8Oi_M8EOnFzj0AQ,"Great burger and awesome fries.  For comparison purposes it's about 1 step above in'n out but 2 steps up in price.  No shakes......which I think is a must with a good burger, me and my kid lived since potbelly has awesome shakes just two doors down.",4
eqpCJ6N1gghgZk6JudaO_g,"Yum! I've been waiting to try this place. Finally Friday, me and the boyfriend came around 7:30pm. It was indeed a small place, but a very cute taco shop. we were pretty surprised how short the menu is, however, everything on the menu looks so appetizing to me. I ordered three diff tacos: daily special (pork, cucumber, hoisin sauce, and cilantro), pollo, and carne molida. Mmm my favorite one is probably the carne Molida because I'm a big fan of spicy food. The other two were very tasty as well. 
We sat at the bar to eat our tacos. At first we came in there aren't many people, about 4 people. However, there were only one guy making tacos. We had to wait awhile for him to take our orders. After we got our orders in, the food came pretty quickly. While we were eating, I found that many people come in and out very rapidly. A lot of people got to go tacos. The price is very reasonable. Overall, My stomach was very content :) We both love it and will definitely come back again.",5
9WToyk1mAgOZiCExKt8CKw,Food was good properly seasoned clean atmosphere the staff was nice but way overpriced it's a taco not a burrito I think it's more expensive than El Gordo,2
F3SO5t7-7fElwLNicxBXrg,"I first heard about this place on Arizona Highways.  I had no idea what to expect, but since it is a very rare occasion for me to be up at 7am and I happen to be in the area,  Matt's big breakfast was my destination.

The venue is pretty small with an equally small menu.  I was expecting more options.  We ordered waffles with bacon and The Five Spot (breakfast sandwich).  Both were very good.  Coffee was from cave creek and was pretty good as well.

Service was great.  Our server was upbeat and friendly.  She told me how much she loved working there and I can see she was sincere.  

I do plan on coming back here.  I grade them a solid A.",4
mo9_Z5iQmyqVhCLT2B45gg,"This is a pizza joint. Why are people rating it based on decoration? Go to a $$$$ 5 star michelin restaurants if you want service. Be real.

The pizza - Amazing.

Love:

1. Selection.

2. Pizza size - 1-person pizza.

3. Price - $5-6 + tax.

4. Efficiency - Hot fresh pizza ready to pick up within 5 minutes.

5. Simple - You pick, you pay, you pick it up and eat it. When you are ready, they are ready to serve you.

6. Inspiring stories and quotes on the inside of the pizza box. Gives a personal touch. Very special indeed. Never seen it anywhere else.

Will definitely go back and highly recommend.",5
dfbJ5IuV_xGkt2TvIPEDWw,"Went in tonight (7/27/18 @ 533pm) as per the ""we need new patients here prior to 6pm because the first visit includes a consultation and exam"" when I arrived the front desk lady said I would need to come back cause they stop seeing patients at 530pm (literally ""missed it"" by 3 minutes?! I don't understand the logic in that. Come before 6 so I do then they refuse because it's after 530. They referred me to come back the next day, or to try and make it to Avondale in time, before 6... because of course they don't take new patients after 6 either... total bull crap.... For this reason I will not be coming back.",1
28bHy8C0Z8dfvDy6agPanA,"I was very disappointed with nearly everything about this cafe. In pictures it looks relaxing but they have a Noisy pop station radio playing far too loud. The food is extremely overpriced and the coffee is quite disappointing. I also noticed there were ants in the front of the store which leads me to think there are more elsewhere. I informed the server of the ants where she went to tell the owner and I heard him say ""what would you like me to do about it"". If this is how he plans on running a business I feel truly sorry for anyone working under him. I got to talking to the server who was the sweetest girl I've met in a long time. She said she didn't want to talk badly of the business or the owner but I pressed for more information and she explained how the owner treats them poorly. He even takes money from their tips which is downright outrageous. I would never in my life recommend this establishment to anyone.",1
y0i8PDYT_7oZOH8Vul4p9g,"Delicious sandwiches.  Super nice staff.  Amazing prices.

This is my favorite sandwich store in Toronto.  The owner is so nice, and takes such great care with every sandwich.  It's not fast, but it's worth the wait.  The sandwiches and bread are delicious.  Interesting, but not overcomplicated.  The prices are amazing with every sandwich at $5ish or less.  I also love their soups and salads.  I recommend this to anyone who likes to pay reasonable prices for things that are delicious.",5
WD-8eTCJb06fxHYLBEdNeA,"The food is always amazing. My standard order is a double-double with fries and a chocolate shake- sometimes I'll splurge with an order of cheesy fries instead (I know there's a secret menu, but I don't like anything but cheese on my burger). While the food is great, the place is always packed (because, let's face it, everyone loves In 'N Out). If you plan on dining in, you have to play a game of stalking tables. You know, place your order and then prowl around the dining area waiting for some unsuspecting customers to finish eating and then snatch up their table (preferably after they get up- you don't want to be too over zealous). Crowded dining area aside, this place is great and I look forward to going back.",5
FMxXIVFPbMsTm2XSJ_7Sug,"Safelite has been a lifesaver! In Vegas, the landscape is basically done with rocks. Thus, I have had my windshield irreparably cracked twice in about 10 months. However, the manager here (and my insurance company) have made the replacement process easy, convenient, and affordable. I love the mobile service- it is actually all I have used! I have stopped by the store for advice for what I need and all of the workers are friendly and attentive.

Their windshields are a little more expensive than others but honestly, they are well worth the price. I highly recommend!",5
qytwBMYW1ExbtnOf-gAgyQ,"Even if you aren't crazy about M&M's like me, this was a nice little ""free"" attraction on the strip.  Has four stories of merchandise - top floor has a race car that you can take your picture with.  They have a free movie, however, it was broken while we were there so no show for us.  = (  

Prices were a bit steep, but in line with Vegas standards ($10 for a baby bib, $28 for shirts, etc).  The red M&M was out on the sidewalk for photos.  We thought it was a stuffed animal at first because it didn't move and interact with the kids.  We asked and was told that it was a costumed character.  Not sure if it's just hard to move around in there or they weren't really into their job.  All in all, a nice 20 minute walk through attraction.",3
TOW-y7ttiQbCaf6CxMEqTg,My car looked better dirty. Paid extra for the ultimate and got a half fast job. My six year old can do better. Never coming here again.,1
GCfQ0_DcP7Vm_oUUACO9ew,"I give it a four because I had a great massage with my guy. My girlfriend though said her massage was a little weak. She said they guy had little hand and wasn't a very powerfully massage. 
We went in durning opening week and got there $10 1hr massage special. When we went to pay though all they said was take care of the massage therapist. I have them both $20. 
The place is a little dirty and run down looking on the inside. And they didn't start playing music till half way through the massage. 
But overall I left feeling relaxed and happy with my experience. Would go back again.",4
8IwmsJK6qFUYXn0G8kyfUw,"I don't usually dine at corporate restaurants, but I've been craving the Oriental Chicken Salad for some time now so I thought I'd grab one before my hair appointment. The salad was good. Just as I remember. Nothing spectacular, but subsided my craving. I was alone so I just grabbed a seat at the bar. Everyone was really helpful and the bartender is lovely, but she seems so overwhelmed having 6 patrons at the bar. I think she may have had another bartop table, but absolutely nothing crazy. A bartender shouldn't be weeded with so little going on. Maybe she was just having an off day, but I think it's a safe to suggest she's in the wrong field. 
I'll come back again when I have another craving but probably not soon. The happy hour drinks are a petty good deal of you want to grab a quick drink. Anyway, good luck!!!",3
qVf58mn72UKewzdN6bJ3Bg,Have been here quite a few times. And I'm not a big fan of Mex cooking. But they do some interesting variants here. Very pleasant staff.,4
rpg9wBm7fuPo8ZT_e-pbHw,"Mmmmmm.... Ok so with the Cheesecake factory, there are some pros and some cons. 
Bad news first:
Cons: You will wait. Awhile. For a Table. They are always packed. Its a popular destination. The food is OKAY. I mean its called the Cheesecake factory not the Food factory. 

Pros: You can peruse the menu at your leisure while you wait. Its posted outside. Dim lighting...I love me some romantic mood lighting on dates. My dish of choice is the Louisiana chicken. The chicken is fried to perfection and the pasta is delightful. They serve you bread when you are seated which is warm and delicious. The cheesecake. OMG the cheesecake. I haven't had one I didn't like. They have any kind you can think of. My favorites are the White Chocolate Raspberry Truffle and the Banana Cream. Ok now my mouth is watering.",4
JZ1_ytNYKsNem66OMLSKXg,"Had a friend take me here for lunch..what a nice treat!! They even have two-step lessons on Tuesday evenings at 7:30. The food was delicious and waiter was friendly, playful and helpful. I will definitely be back!",5
kykyeov40z23PsezsFTxGw,"I hate to be a meanie, but the Korean ramen tasted like instant noodles I could make at home. I'll give this place another shot though. The guy had mentioned that there were $5 chicken bowls on Fridays.",3
CzHWFHPsUqOcwBcxRCofZA,Best tea in the town with great service. It's was mind blowing. Than you and see u soon,5
MW5FRtpHGdJjEfJGyaj2Dw,"Love my new carpet! Frank was great with helping me pick the perfect carpet for our new home, went above and beyond to make sure it was installed within the timeline I needed and we couldn't be happier! Very professional and comparable in price.",5
BPaRcqLrMOtiWIuvjd5ldA,Shrimp Po boy was fab but too small for $9! They have Mr. PIBB & MELLO Yellow.  Still craving shrimp. I shall return.,3
pBwyihHywJ3ifz02LDPAOA,"This show was FANTASTIC! The performers were all pretty hot, the acrobatics were amazing, and the show was actually really funny. It will be hard for me to go to Vegas and not see this show. Watch it with an open mind.",5
LzfQWOfx3t-TW4H3wgEYvw,"Absolutely Stunning! Nothing compares to Crazy Girls in Las Vegas! Authentic and classic with some of the most talented dancers in Las Vegas. Every lady is supremely gorgeous and their talent is immeasurable. Its evident these ladies are all classically trained dancers and each one individually has their own personality, yet they all dance in unison when in a group number.

My favorite is...the BDSM number! So darn sexy and really pushing the limits of sexuality. Truly a dance number to look forward to! 

I have seen the show many times throughout their 30 year run in Las Vegas. And I still enjoy going  to see it!

As a former dancer/ showgirl in Las Vegas, I have danced and seen all the great shows...Crazy Girls is a favorite and I am always impressed.

Truly a Las Vegas Iconic show. I highly recommend to all! You will be happy to be a part of this experience.

Small theater, no alcohol, nice doormen and wait staff. After the show you can meet the ladies and take photos. They are all so sweet, nice and happy to be there. Very interactive show. 

Yes, I love the show and look forward to come back again. 
I hope you love it to!

*Note: The ladies are all bare legs(no tights). Perfection...",5
ve0ATH5jUhNQi_7F3M_6oA,"My husband bugged me to death for a full audio system throughout our new home. I told him it simply wasn't worth the money. Well....i was wrong! Having awesome speakers and great music playing in every room really enhanced the mood and ambiance throughout the entire house. The overall feeling in our new home was instantly upgraded, immediately upon entering the front door. 
The techs were knowledgable, courteous, and respectful. They answered my questions, and even wore booties in the house (even though i told them not necessary because there's dog and cat hair everywhere!). A couple of months later, we had a small wiring problem in one speaker and Eric promptly came over to repair.

If you are looking for an upscale improvement and a professional company to work with, call Progressive Home. A good sound system is priceless!",5
KO-aeo7Imeze5WBVQwfOzg,"Came here for lunch. The owner suggested a couple items for us to try since it was our first time. 

We had the minced meat vermicelli noodles that he recommended, which were bland and tasteless. We also tried the Vermicelli noodle soup and fried rice noodles with beef and both were disappointing as well. The items on their menu are quite pricey, and their portions are small as well. 

We got 3 dishes that came out to around $38, however our bill came up to $44? We added tips on top too, without realizing they overcharged us. If you eat here, check over your bill.",1
HbBmnr6-W5f0UyTwYcOndA,"This past Saturday, my wife was craving Samgyupsal (Pork Belly). We have done it at home before but we needed it to air the house out after we were done. This time, we decided to go out and eat. 

There are a few KBBQ places in our area but my wife decided on Mot Na Son after reading a few reviews. I think the clincher was that the restaurant does not use MSG in their soups. 

Mot Na Son is located in a stretch of Yonge St. near other Korean and Asian restaurants. The inside is very small and the decor is very plain. Just be aware that they don't have good ventilation and you can smell the BBQ smell throughout the place. 

We got there around 6:30pm and the place was busy. Thankfully, there was an empty table because more people came after us and we would had to wait. 

We ordered the Samgyupsal combo for 2 that came with the pork belly, a stew and rice. We decided to get the kimchijigae. I don't feel like the combo was cheap but the food was very good. It was roughly around $47 for this combo. I believe the reviews that my wife were wrong and they do use MSG on their stews. I'm not 100% sure though. 

There were two people working that night. An older gentleman who seemed to be the owner and a young female waitress. Even though it was busy, we were being attended. BTW, I can see why people directed some of the criticisms at the older gentleman for being a bit intrusive. I also got ""schooled"" in the finer points of KBBQ while cooking by him. I didn't mind him but I can see that it would upset some people. 

The food is good but the price and the lack of ventilation brings the rating down. Make sure not to wear anything nice as you would have the BBQ smell after dinner. 

Recommended with certain conditions.",3
Wb_K33M_Mjqr-GsRuhRcZA,"#NOFRILLS #GROCERIES

Convenient location for those that live in this area - there's a breakfast place, a Bulk Barn, and a Pizza Pizza nearby amongst the notable. 

Why I prefer this to some of the others? Fresh fish.
They also carry octopus, anchovies and other seafood for decent prices.

However, this store gets busy so I have some advice for the management:
1. Clean it up - the produce section is filthy!
2. Manage your displays - the guys do a half-assed job so the displays are stacked a little all over the place.
3. Where are your experiential sales people on weekends? Every other store has them! Get some!!",3
qMrxDB5fm8wIzexUp643xQ,"This is my favorite Mexican food place on the planet.  If you are ever in Phoenix, you must go to this location.  Apparently this is the old Tom Mix house.  The famous silent western actor from our past.  The food is killer and the margaritas are very strong.  Keep in mind the food here is super hot!  When you sit down, they bring a red and a green small cup of salsa.  You think ok I can do this.....But, they also put down a pitcher of water!  The salsa is BRUTAL.  In a great way of course.  Go here, its super tasty...

Everything on the menu rules...",4
m8kMXIIgeYzjiIKcjaAnRQ,"By God it has come to this, Dollar store ramen pretending to be a restuarnt, my food tasted like cigars and dirty coins because the chefs do not wear gloves and the inhumanity of the cashier begs to differ the idea of fair trade. Be someones bitch and eat shit i think not.",1
sE-prsQAfbHf5wDcNvmAew,"decided to check out this spa after recieving some spafinder gift certificates from the hubby after christmas and while the Roman baths and spa area looked beautiful and my 75 minute massage was good, I wasn't really keen on the idea of being presented with my ticket/tab immediately upon completion of the massage. I thought it was a little strange to have to pay upfront once you check in and then the second after the massage is over, i.e. before you even leave the room, you're asked to fill out the ticket for gratuity right away. 
didn't really get a chance to check out the other areas of the spa since we had plans for the day, but it looked nice. probably wouldn't go back since the prices seem a little overrated. Would probably choose The Mirage.",2
Vb8OYmkHKz9dRttMxo28Sw,"I will definitely come back here. The food portion was huge and for the price, you can't beat that! They have a buffet... although I'm unsure how I feel about a mexican buffet. I will have to try it sometime. Everything on my first visit was perfect. My only complaint is that the restroom was filthy.",4
T4iOiTa9wm3grvrHfnfbQw,"Meet a girlfriend for lunch today and we had a wonderful experience. Our service was phenomenal and as authentic as you can find, she is originally from Milan and has been here for a year! She was delightful. Both of our salads, one salmon and one chicken kale, where top notch. However, the item that topped off our afternoon was the OUTSTANDING cappuccino that was as the best, next to having them actually in Italy! I will definitely be returning.",5
1Cm-OZIsv26eRmv9S4rZLA,"Food was awesome, fresh and lots of great selections. Scott was a great waiter, will be dining here every trip to Vegas! Don't forget to tip on the price of the meal before the discount!",5
e2gl0HOSvT39-tZtc3YHRQ,"Wooohoooo, what a great place for kids and parents!!! Love the new look after the remodeling and the new carpet is awesome, no more bad smell! It is all refreshed and the space is optimized for hours of fun play! The babies designated area is nice and clean, away from the older kids. The new owner is extremely nice and friendly, he definitely goes above and beyond to make each of our experiences as pleasant as possible! My kids and the entire mom's community love going there on a regular basis! The kiddos play, while we catch up and even enjoy a cup of coffee. There is a cafeteria, where you can bring your own lunch/snack, which is a great feature. They sell beverages, bottled water and some snacks too. One of our favorite places :)",5
bucuIHEHAvOqapu38OJsFA,"Decided to give the 3pm show a try after reading reviews and we were not disappointed. Lots of laughs and impressive magic. Comfortable theater style seating encompasses front half of venue. Bar located inside rear, seats have drink holders.",5
ze3rlsPskpGwzNocm5FwLQ,"Went to Brooklyn V's for lunch on a Sunday. Staff was friendly and courteous. We were greeted very quickly and they let us sit wherever we wanted. Allowed my boyfriend to use some coupons he had for a free slice of cheese pizza with a purchase of any other slice. They even let us use two! So we both received a free cheese slice. Food was delicious. We shared an order of 12 mild wings. The wings were meaty, crunchy, and the traditional buffalo sauce had a great flavor. Ranch served with the wings was also tasty. I would highly recommend the Bbq chicken pizza. There slices of pizza were fairly large and the crust was nom noms!",4
PTzlNSNuZH6u6DXxIoXrVw,"Endroit parfait pour un diner d'affaires. Le service est impeccable, courtois, rapide. Le saumon est délicieux. Des assiettes généreuses et peu coûteuses. Que des bons mots.",4
c6xs3looTjIzjNMn35ypBw,"I did the dinner all-you-can-eat, extremely quick and pleasant servers, food comes out fast, excellent portions on the nigiri",5
1jE2YltyjQMfU4mRRRJlzg,"Good until the end, owner rude.. Wouldn't recommend going, bad service. Not coming back.",1
DZbOvx95wBKsJ8U62tknfA,"Great place to get your ""Annie Sloan"" chalk paint and supplies! The ladies that own it are so cute and nice and offer great advise for you projects!",5
BoTjE5bnixAddiEGMhsDLw,"READ FOR FIRST TIMERS

We did 1 hour of the dune buggy and it was way plenty of time!!! If it is your first time 30 minutes is perfect. I know it sounds ridiculous to spend 30 minutes out of the 4 hours you're there but the drive is so tiring you will be okay with 30. Either way you can upgrade if you're having fun!  

DO NOT PLAN TO DRIVE IF YOU ARE UNDER 5'4ft!!!!!!!!

For the 1hr buggy ride, half way between the driver and passengers have an option to switch. All the girls in my group had trouble driving the buggy because they couldn't reach the pedals!! I didn't get to ride it because I'm 4'11 and knew i would stress out the whole time. They give you cushion but they are NOT enough!! You will be sliding everywhere and they are cheap foam. My bf is also 5'6 and his foot cramped a lot because he was pushing the gas pedal that he couldn't reach. At one point he took off his shirt to put behind his back so it could give him a little bit more support. 

Other than that the staff was great, the ride was fun, and great experience!! 

Eat before you go, bring chapstick (my lips got so dry in the desert), they provide water so dont bring any!",5
5Gf3AmEUpnyVR1jMTEHXMA,"I have had to take our son there twice in 4 weeks (strep and the flu! ). The office staff is so kind. They are attentive and we haven't had to wait more than 10 minutes once we check in. The nurses are so gentle and caring to the patients and parents. Top notch service, even when you fee so terrible.",5
cHkFJvIl6INWAS3i-yrh_g,"Abuelo's is an upper class version of Manuel's. They have pretty good food and margaritas- but their sangria is amazing.  It's strong and flavorful and it makes a surprisingly good addition to any dish. 
The wait staff is friendly and service is usually pretty fast. This location gets very busy though. It's in the sample complex as a Harkins movie theater, so many people drop in before and after their movie",4
IQhXopJsNCpZQYo9iR62QQ,"Awesome entertainer!

Two years ago, when we visited Las Vegas for our honeymoon, we were a bit disappointed that they were renovating and Big Elvis wasn't playing (I believe this was when he was at Harrah's).  During this past trip to celebrate my husband's birthday, I was again sad to learn that he wasn't performing again.

If you're a huge Elvis fan, this is one stop that I recommend to place on your list of to-do's in Vegas. 

Let me start with the voice. 
As a huge Elvis fan in my own right, an Elvis impersonator, and own a collection of Elvis paraphernalia, I say in my honest opinion, this guy is better than most Elvis impersonators in Vegas. Having been born in the 80's, I couldn't get to see the King of Rock and Roll in person. However, after my wife say that this guy has solid reviews, I had to see for myself. I closed my eyes as he was singing and I felt like I was listening to one of the many Elvis concerts I have on DVD. 

There were segments in his act where he called up audience members to perform and the audience would pick the winner. I went up three times, and won all three!! Another great aspect of the show is where he would ask for requests. I actually met him in the back and requested, Heart of Rome. For those of you who are not familiar with Elvis' songs, this song is very hard to sing; unless you have the range to do it from Baritone during the verses and going up an octave higher with each chorus! He did it; quite well although his voice did break with the last chorus, but I couldn't blame him. That song is hard!

If you consider yourself to be an Elvis fan, this is an essential stop in Vegas. Happy yelping!!",5
hhmH3cgKAKOarXqrFtQ_QQ,"First time coming here and the service was spot on and very attentive for our needs. Homemade chips are awesome salsa was decent but I wouldn't recommend getting the hot sauce. I order the #100 and it was delicious. Chile relleno,  cheese enchiladas and shredded taco. They packed the cheese enchilada with alot of cheese unlike most Mexican restaurants.",4
TnI_RFVAhuupTS9UUqCDzA,"These guys are THE BEST!!! Prompt and courteous service as always... I took my phone in yesterday to get my speaker repaired and it was fixed and working within 40mins... They were so nice, and their rates are reasonable and affordable. I highly recommend them... Thanks Desert Wireless... :)",5
cNEMERtk9v74GdMmwk_hcw,88The Staff  was friendly.  They sat us immediately  and gave us a private  room . The food was clod . Very limited  selection.  Some of the food  was sitting.  The sushi had no flavor . Desert may be their  best . It is not worth  the price,1
Jh83O8gAXStoxMKikG1otw,"Big love for Big Daddy's Bourbon Street Bistro & Oyster Bar. Creole fish and chips was average tasting but there's big love for the popcorn shrimp, jalapeño cornbread and most of all, big love for the service. Looking forward to my return.",4
